lat,lon
-8.054314110429447,-34.9556097260274
-8.054314110429447,-34.95550876712329
-8.054314110429447,-34.95540780821918
-8.054314110429447,-34.95530684931507
-8.054314110429447,-34.95520589041096
-8.054314110429447,-34.95510493150685
-8.054314110429447,-34.95500397260274
-8.054314110429447,-34.95490301369863
-8.054314110429447,-34.95480205479452
-8.054314110429447,-34.954701095890414
-8.054314110429447,-34.9546001369863
-8.054314110429447,-34.954499178082195
-8.054314110429447,-34.95439821917808
-8.054314110429447,-34.954297260273975
-8.054314110429447,-34.95419630136986
-8.054314110429447,-34.954095342465756
-8.054314110429447,-34.95399438356164
-8.054314110429447,-34.95389342465754
-8.054314110429447,-34.95379246575342
-8.054314110429447,-34.95369150684932
-8.054314110429447,-34.953590547945204
-8.054314110429447,-34.9534895890411
-8.054314110429447,-34.953388630136985
-8.054314110429447,-34.95328767123288
-8.054314110429447,-34.953186712328765
-8.054314110429447,-34.95308575342466
-8.054314110429447,-34.952984794520546
-8.054314110429447,-34.95288383561644
-8.054314110429447,-34.95278287671233
-8.054314110429447,-34.95268191780822
-8.054314110429447,-34.95258095890411
-8.054314110429447,-34.95248
-8.054314110429447,-34.952379041095895
-8.054314110429447,-34.95227808219178
-8.054314110429447,-34.952177123287676
-8.054314110429447,-34.95207616438356
-8.054314110429447,-34.95197520547946
-8.054314110429447,-34.95187424657534
-8.054314110429447,-34.95177328767124
-8.054314110429447,-34.951672328767124
-8.054314110429447,-34.95157136986302
-8.054314110429447,-34.951470410958905
-8.054314110429447,-34.9513694520548
-8.054314110429447,-34.951268493150685
-8.054314110429447,-34.95116753424658
-8.054314110429447,-34.951066575342466
-8.054314110429447,-34.95096561643836
-8.054314110429447,-34.95086465753425
-8.054314110429447,-34.95076369863014
-8.054314110429447,-34.95066273972603
-8.054314110429447,-34.95056178082192
-8.054314110429447,-34.95046082191781
-8.054314110429447,-34.9503598630137
-8.054314110429447,-34.95025890410959
-8.054314110429447,-34.95015794520548
-8.054314110429447,-34.95005698630137
-8.054314110429447,-34.94995602739726
-8.054314110429447,-34.94985506849315
-8.054314110429447,-34.949754109589044
-8.054314110429447,-34.94965315068493
-8.054314110429447,-34.949552191780825
-8.054314110429447,-34.94945123287671
-8.054314110429447,-34.949350273972605
-8.054314110429447,-34.94924931506849
-8.054314110429447,-34.949148356164386
-8.054314110429447,-34.94904739726027
-8.054314110429447,-34.94894643835617
-8.054314110429447,-34.948845479452054
-8.054314110429447,-34.94874452054795
-8.054314110429447,-34.948643561643834
-8.054314110429447,-34.94854260273973
-8.054314110429447,-34.948441643835615
-8.054314110429447,-34.94834068493151
-8.054314110429447,-34.948239726027396
-8.054314110429447,-34.94813876712329
-8.054314110429447,-34.948037808219176
-8.054314110429447,-34.94793684931507
-8.054314110429447,-34.94783589041096
-8.054314110429447,-34.94773493150685
-8.054314110429447,-34.94763397260274
-8.054314110429447,-34.94753301369863
-8.054314110429447,-34.94743205479452
-8.054314110429447,-34.94733109589041
-8.054314110429447,-34.9472301369863
-8.054314110429447,-34.94712917808219
-8.054314110429447,-34.94702821917808
-8.054314110429447,-34.946927260273974
-8.054314110429447,-34.94682630136986
-8.054314110429447,-34.946725342465754
-8.054314110429447,-34.94662438356164
-8.054314110429447,-34.946523424657535
-8.054314110429447,-34.94642246575342
-8.054314110429447,-34.946321506849316
-8.054314110429447,-34.9462205479452
-8.054314110429447,-34.946119589041096
-8.054314110429447,-34.94601863013698
-8.054314110429447,-34.94591767123288
-8.054314110429447,-34.945816712328764
-8.054314110429447,-34.94571575342466
-8.054314110429447,-34.945614794520544
-8.054314110429447,-34.94551383561644
-8.054314110429447,-34.945412876712325
-8.054314110429447,-34.94531191780822
-8.054314110429447,-34.945210958904106
-8.054233558282208,-34.95985
-8.054233558282208,-34.9597490410959
-8.054233558282208,-34.959648082191784
-8.054233558282208,-34.95954712328768
-8.054233558282208,-34.959446164383564
-8.054233558282208,-34.95934520547946
-8.054233558282208,-34.959244246575345
-8.054233558282208,-34.95914328767124
-8.054233558282208,-34.959042328767126
-8.054233558282208,-34.95894136986302
-8.054233558282208,-34.958840410958906
-8.054233558282208,-34.9587394520548
-8.054233558282208,-34.95863849315069
-8.054233558282208,-34.95853753424658
-8.054233558282208,-34.95843657534247
-8.054233558282208,-34.95833561643836
-8.054233558282208,-34.95823465753425
-8.054233558282208,-34.95813369863014
-8.054233558282208,-34.95803273972603
-8.054233558282208,-34.95793178082192
-8.054233558282208,-34.95783082191781
-8.054233558282208,-34.957729863013704
-8.054233558282208,-34.95762890410959
-8.054233558282208,-34.957527945205484
-8.054233558282208,-34.95742698630137
-8.054233558282208,-34.957326027397265
-8.054233558282208,-34.95722506849315
-8.054233558282208,-34.957124109589046
-8.054233558282208,-34.95702315068493
-8.054233558282208,-34.956922191780826
-8.054233558282208,-34.95682123287671
-8.054233558282208,-34.95672027397261
-8.054233558282208,-34.956619315068494
-8.054233558282208,-34.95651835616439
-8.054233558282208,-34.956417397260275
-8.054233558282208,-34.95631643835617
-8.054233558282208,-34.956215479452055
-8.054233558282208,-34.95611452054795
-8.054233558282208,-34.956013561643836
-8.054233558282208,-34.95591260273973
-8.054233558282208,-34.95581164383562
-8.054233558282208,-34.95571068493151
-8.054233558282208,-34.9556097260274
-8.054233558282208,-34.95550876712329
-8.054233558282208,-34.95540780821918
-8.054233558282208,-34.95530684931507
-8.054233558282208,-34.95520589041096
-8.054233558282208,-34.95510493150685
-8.054233558282208,-34.95500397260274
-8.054233558282208,-34.95490301369863
-8.054233558282208,-34.95480205479452
-8.054233558282208,-34.954701095890414
-8.054233558282208,-34.9546001369863
-8.054233558282208,-34.954499178082195
-8.054233558282208,-34.95439821917808
-8.054233558282208,-34.954297260273975
-8.054233558282208,-34.95419630136986
-8.054233558282208,-34.954095342465756
-8.054233558282208,-34.95399438356164
-8.054233558282208,-34.95389342465754
-8.054233558282208,-34.95379246575342
-8.054233558282208,-34.95369150684932
-8.054233558282208,-34.953590547945204
-8.054233558282208,-34.9534895890411
-8.054233558282208,-34.953388630136985
-8.054233558282208,-34.95328767123288
-8.054233558282208,-34.953186712328765
-8.054233558282208,-34.95308575342466
-8.054233558282208,-34.952984794520546
-8.054233558282208,-34.95288383561644
-8.054233558282208,-34.95278287671233
-8.054233558282208,-34.95268191780822
-8.054233558282208,-34.95258095890411
-8.054233558282208,-34.95248
-8.054233558282208,-34.952379041095895
-8.054233558282208,-34.95227808219178
-8.054233558282208,-34.952177123287676
-8.054233558282208,-34.95207616438356
-8.054233558282208,-34.95197520547946
-8.054233558282208,-34.95187424657534
-8.054233558282208,-34.95177328767124
-8.054233558282208,-34.951672328767124
-8.054233558282208,-34.95157136986302
-8.054233558282208,-34.951470410958905
-8.054233558282208,-34.9513694520548
-8.054233558282208,-34.951268493150685
-8.054233558282208,-34.95116753424658
-8.054233558282208,-34.951066575342466
-8.054233558282208,-34.95096561643836
-8.054233558282208,-34.95086465753425
-8.054233558282208,-34.95076369863014
-8.054233558282208,-34.95066273972603
-8.054233558282208,-34.95056178082192
-8.054233558282208,-34.95046082191781
-8.054233558282208,-34.9503598630137
-8.054233558282208,-34.95025890410959
-8.054233558282208,-34.95015794520548
-8.054233558282208,-34.95005698630137
-8.054233558282208,-34.94995602739726
-8.054233558282208,-34.94985506849315
-8.054233558282208,-34.949754109589044
-8.054233558282208,-34.94965315068493
-8.054233558282208,-34.949552191780825
-8.054233558282208,-34.94945123287671
-8.054233558282208,-34.949350273972605
-8.054233558282208,-34.94924931506849
-8.054233558282208,-34.949148356164386
-8.054233558282208,-34.94904739726027
-8.054233558282208,-34.94894643835617
-8.054233558282208,-34.948845479452054
-8.054233558282208,-34.94874452054795
-8.054233558282208,-34.948643561643834
-8.054233558282208,-34.94854260273973
-8.054233558282208,-34.948441643835615
-8.054233558282208,-34.94834068493151
-8.054233558282208,-34.948239726027396
-8.054233558282208,-34.94813876712329
-8.054233558282208,-34.948037808219176
-8.054233558282208,-34.94793684931507
-8.054233558282208,-34.94783589041096
-8.054233558282208,-34.94773493150685
-8.054233558282208,-34.94763397260274
-8.054233558282208,-34.94753301369863
-8.054233558282208,-34.94743205479452
-8.054233558282208,-34.94733109589041
-8.054233558282208,-34.9472301369863
-8.054233558282208,-34.94712917808219
-8.054233558282208,-34.94702821917808
-8.054233558282208,-34.946927260273974
-8.054233558282208,-34.94682630136986
-8.054233558282208,-34.946725342465754
-8.054233558282208,-34.94662438356164
-8.054233558282208,-34.946523424657535
-8.054233558282208,-34.94642246575342
-8.054233558282208,-34.946321506849316
-8.054233558282208,-34.9462205479452
-8.054233558282208,-34.946119589041096
-8.054233558282208,-34.94601863013698
-8.054233558282208,-34.94591767123288
-8.054233558282208,-34.945816712328764
-8.054233558282208,-34.94571575342466
-8.054233558282208,-34.945614794520544
-8.054233558282208,-34.94551383561644
-8.054233558282208,-34.945412876712325
-8.054233558282208,-34.94531191780822
-8.054233558282208,-34.945210958904106
-8.05415300613497,-34.95985
-8.05415300613497,-34.9597490410959
-8.05415300613497,-34.959648082191784
-8.05415300613497,-34.95954712328768
-8.05415300613497,-34.959446164383564
-8.05415300613497,-34.95934520547946
-8.05415300613497,-34.959244246575345
-8.05415300613497,-34.95914328767124
-8.05415300613497,-34.959042328767126
-8.05415300613497,-34.95894136986302
-8.05415300613497,-34.958840410958906
-8.05415300613497,-34.9587394520548
-8.05415300613497,-34.95863849315069
-8.05415300613497,-34.95853753424658
-8.05415300613497,-34.95843657534247
-8.05415300613497,-34.95833561643836
-8.05415300613497,-34.95823465753425
-8.05415300613497,-34.95813369863014
-8.05415300613497,-34.95803273972603
-8.05415300613497,-34.95793178082192
-8.05415300613497,-34.95783082191781
-8.05415300613497,-34.957729863013704
-8.05415300613497,-34.95762890410959
-8.05415300613497,-34.957527945205484
-8.05415300613497,-34.95742698630137
-8.05415300613497,-34.957326027397265
-8.05415300613497,-34.95722506849315
-8.05415300613497,-34.957124109589046
-8.05415300613497,-34.95702315068493
-8.05415300613497,-34.956922191780826
-8.05415300613497,-34.95682123287671
-8.05415300613497,-34.95672027397261
-8.05415300613497,-34.956619315068494
-8.05415300613497,-34.95651835616439
-8.05415300613497,-34.956417397260275
-8.05415300613497,-34.95631643835617
-8.05415300613497,-34.956215479452055
-8.05415300613497,-34.95611452054795
-8.05415300613497,-34.956013561643836
-8.05415300613497,-34.95591260273973
-8.05415300613497,-34.95581164383562
-8.05415300613497,-34.95571068493151
-8.05415300613497,-34.9556097260274
-8.05415300613497,-34.95550876712329
-8.05415300613497,-34.95540780821918
-8.05415300613497,-34.95530684931507
-8.05415300613497,-34.95520589041096
-8.05415300613497,-34.95510493150685
-8.05415300613497,-34.95500397260274
-8.05415300613497,-34.95490301369863
-8.05415300613497,-34.95480205479452
-8.05415300613497,-34.954701095890414
-8.05415300613497,-34.9546001369863
-8.05415300613497,-34.954499178082195
-8.05415300613497,-34.95439821917808
-8.05415300613497,-34.954297260273975
-8.05415300613497,-34.95419630136986
-8.05415300613497,-34.954095342465756
-8.05415300613497,-34.95399438356164
-8.05415300613497,-34.95389342465754
-8.05415300613497,-34.95379246575342
-8.05415300613497,-34.95369150684932
-8.05415300613497,-34.953590547945204
-8.05415300613497,-34.9534895890411
-8.05415300613497,-34.953388630136985
-8.05415300613497,-34.95328767123288
-8.05415300613497,-34.953186712328765
-8.05415300613497,-34.95308575342466
-8.05415300613497,-34.952984794520546
-8.05415300613497,-34.95288383561644
-8.05415300613497,-34.95278287671233
-8.05415300613497,-34.95268191780822
-8.05415300613497,-34.95258095890411
-8.05415300613497,-34.95248
-8.05415300613497,-34.952379041095895
-8.05415300613497,-34.95227808219178
-8.05415300613497,-34.952177123287676
-8.05415300613497,-34.95207616438356
-8.05415300613497,-34.95197520547946
-8.05415300613497,-34.95187424657534
-8.05415300613497,-34.95177328767124
-8.05415300613497,-34.951672328767124
-8.05415300613497,-34.95157136986302
-8.05415300613497,-34.951470410958905
-8.05415300613497,-34.9513694520548
-8.05415300613497,-34.951268493150685
-8.05415300613497,-34.95116753424658
-8.05415300613497,-34.951066575342466
-8.05415300613497,-34.95096561643836
-8.05415300613497,-34.95086465753425
-8.05415300613497,-34.95076369863014
-8.05415300613497,-34.95066273972603
-8.05415300613497,-34.95056178082192
-8.05415300613497,-34.95046082191781
-8.05415300613497,-34.9503598630137
-8.05415300613497,-34.95025890410959
-8.05415300613497,-34.95015794520548
-8.05415300613497,-34.95005698630137
-8.05415300613497,-34.94995602739726
-8.05415300613497,-34.94985506849315
-8.05415300613497,-34.949754109589044
-8.05415300613497,-34.94965315068493
-8.05415300613497,-34.949552191780825
-8.05415300613497,-34.94945123287671
-8.05415300613497,-34.949350273972605
-8.05415300613497,-34.94924931506849
-8.05415300613497,-34.949148356164386
-8.05415300613497,-34.94904739726027
-8.05415300613497,-34.94894643835617
-8.05415300613497,-34.948845479452054
-8.05415300613497,-34.94874452054795
-8.05415300613497,-34.948643561643834
-8.05415300613497,-34.94854260273973
-8.05415300613497,-34.948441643835615
-8.05415300613497,-34.94834068493151
-8.05415300613497,-34.948239726027396
-8.05415300613497,-34.94813876712329
-8.05415300613497,-34.948037808219176
-8.05415300613497,-34.94793684931507
-8.05415300613497,-34.94783589041096
-8.05415300613497,-34.94773493150685
-8.05415300613497,-34.94763397260274
-8.05415300613497,-34.94753301369863
-8.05415300613497,-34.94743205479452
-8.05415300613497,-34.94733109589041
-8.05415300613497,-34.9472301369863
-8.05415300613497,-34.94712917808219
-8.05415300613497,-34.94702821917808
-8.05415300613497,-34.946927260273974
-8.05415300613497,-34.94682630136986
-8.05415300613497,-34.946725342465754
-8.05415300613497,-34.94662438356164
-8.05415300613497,-34.946523424657535
-8.05415300613497,-34.94642246575342
-8.05415300613497,-34.946321506849316
-8.05415300613497,-34.9462205479452
-8.05415300613497,-34.946119589041096
-8.05415300613497,-34.94601863013698
-8.05415300613497,-34.94591767123288
-8.05415300613497,-34.945816712328764
-8.05415300613497,-34.94571575342466
-8.05415300613497,-34.945614794520544
-8.05415300613497,-34.94551383561644
-8.05415300613497,-34.945412876712325
-8.05415300613497,-34.94531191780822
-8.05415300613497,-34.945210958904106
-8.054072453987729,-34.95985
-8.054072453987729,-34.9597490410959
-8.054072453987729,-34.959648082191784
-8.054072453987729,-34.95954712328768
-8.054072453987729,-34.959446164383564
-8.054072453987729,-34.95934520547946
-8.054072453987729,-34.959244246575345
-8.054072453987729,-34.95914328767124
-8.054072453987729,-34.959042328767126
-8.054072453987729,-34.95894136986302
-8.054072453987729,-34.958840410958906
-8.054072453987729,-34.9587394520548
-8.054072453987729,-34.95863849315069
-8.054072453987729,-34.95853753424658
-8.054072453987729,-34.95843657534247
-8.054072453987729,-34.95833561643836
-8.054072453987729,-34.95823465753425
-8.054072453987729,-34.95813369863014
-8.054072453987729,-34.95803273972603
-8.054072453987729,-34.95793178082192
-8.054072453987729,-34.95783082191781
-8.054072453987729,-34.957729863013704
-8.054072453987729,-34.95762890410959
-8.054072453987729,-34.957527945205484
-8.054072453987729,-34.95742698630137
-8.054072453987729,-34.957326027397265
-8.054072453987729,-34.95722506849315
-8.054072453987729,-34.957124109589046
-8.054072453987729,-34.95702315068493
-8.054072453987729,-34.956922191780826
-8.054072453987729,-34.95682123287671
-8.054072453987729,-34.95672027397261
-8.054072453987729,-34.956619315068494
-8.054072453987729,-34.95651835616439
-8.054072453987729,-34.956417397260275
-8.054072453987729,-34.95631643835617
-8.054072453987729,-34.956215479452055
-8.054072453987729,-34.95611452054795
-8.054072453987729,-34.956013561643836
-8.054072453987729,-34.95591260273973
-8.054072453987729,-34.95581164383562
-8.054072453987729,-34.95571068493151
-8.054072453987729,-34.9556097260274
-8.054072453987729,-34.95550876712329
-8.054072453987729,-34.95540780821918
-8.054072453987729,-34.95530684931507
-8.054072453987729,-34.95520589041096
-8.054072453987729,-34.95510493150685
-8.054072453987729,-34.95500397260274
-8.054072453987729,-34.95490301369863
-8.054072453987729,-34.95480205479452
-8.054072453987729,-34.954701095890414
-8.054072453987729,-34.9546001369863
-8.054072453987729,-34.954499178082195
-8.054072453987729,-34.95439821917808
-8.054072453987729,-34.954297260273975
-8.054072453987729,-34.95419630136986
-8.054072453987729,-34.954095342465756
-8.054072453987729,-34.95399438356164
-8.054072453987729,-34.95389342465754
-8.054072453987729,-34.95379246575342
-8.054072453987729,-34.95369150684932
-8.054072453987729,-34.953590547945204
-8.054072453987729,-34.9534895890411
-8.054072453987729,-34.953388630136985
-8.054072453987729,-34.95328767123288
-8.054072453987729,-34.953186712328765
-8.054072453987729,-34.95308575342466
-8.054072453987729,-34.952984794520546
-8.054072453987729,-34.95288383561644
-8.054072453987729,-34.95278287671233
-8.054072453987729,-34.95268191780822
-8.054072453987729,-34.95258095890411
-8.054072453987729,-34.95248
-8.054072453987729,-34.952379041095895
-8.054072453987729,-34.95227808219178
-8.054072453987729,-34.952177123287676
-8.054072453987729,-34.95207616438356
-8.054072453987729,-34.95197520547946
-8.054072453987729,-34.95187424657534
-8.054072453987729,-34.95177328767124
-8.054072453987729,-34.951672328767124
-8.054072453987729,-34.95157136986302
-8.054072453987729,-34.951470410958905
-8.054072453987729,-34.9513694520548
-8.054072453987729,-34.951268493150685
-8.054072453987729,-34.95116753424658
-8.054072453987729,-34.951066575342466
-8.054072453987729,-34.95096561643836
-8.054072453987729,-34.95086465753425
-8.054072453987729,-34.95076369863014
-8.054072453987729,-34.95066273972603
-8.054072453987729,-34.95056178082192
-8.054072453987729,-34.95046082191781
-8.054072453987729,-34.9503598630137
-8.054072453987729,-34.95025890410959
-8.054072453987729,-34.95015794520548
-8.054072453987729,-34.95005698630137
-8.054072453987729,-34.94995602739726
-8.054072453987729,-34.94985506849315
-8.054072453987729,-34.949754109589044
-8.054072453987729,-34.94965315068493
-8.054072453987729,-34.949552191780825
-8.054072453987729,-34.94945123287671
-8.054072453987729,-34.949350273972605
-8.054072453987729,-34.94924931506849
-8.054072453987729,-34.949148356164386
-8.054072453987729,-34.94904739726027
-8.054072453987729,-34.94894643835617
-8.054072453987729,-34.948845479452054
-8.054072453987729,-34.94874452054795
-8.054072453987729,-34.948643561643834
-8.054072453987729,-34.94854260273973
-8.054072453987729,-34.948441643835615
-8.054072453987729,-34.94834068493151
-8.054072453987729,-34.948239726027396
-8.054072453987729,-34.94813876712329
-8.054072453987729,-34.948037808219176
-8.054072453987729,-34.94793684931507
-8.054072453987729,-34.94783589041096
-8.054072453987729,-34.94773493150685
-8.054072453987729,-34.94763397260274
-8.054072453987729,-34.94753301369863
-8.054072453987729,-34.94743205479452
-8.054072453987729,-34.94733109589041
-8.054072453987729,-34.9472301369863
-8.054072453987729,-34.94712917808219
-8.054072453987729,-34.94702821917808
-8.054072453987729,-34.946927260273974
-8.054072453987729,-34.94682630136986
-8.054072453987729,-34.946725342465754
-8.054072453987729,-34.94662438356164
-8.054072453987729,-34.946523424657535
-8.054072453987729,-34.94642246575342
-8.054072453987729,-34.946321506849316
-8.054072453987729,-34.9462205479452
-8.054072453987729,-34.946119589041096
-8.054072453987729,-34.94601863013698
-8.054072453987729,-34.94591767123288
-8.054072453987729,-34.945816712328764
-8.054072453987729,-34.94571575342466
-8.054072453987729,-34.945614794520544
-8.054072453987729,-34.94551383561644
-8.054072453987729,-34.945412876712325
-8.054072453987729,-34.94531191780822
-8.054072453987729,-34.945210958904106
-8.05399190184049,-34.95985
-8.05399190184049,-34.9597490410959
-8.05399190184049,-34.959648082191784
-8.05399190184049,-34.95954712328768
-8.05399190184049,-34.959446164383564
-8.05399190184049,-34.95934520547946
-8.05399190184049,-34.959244246575345
-8.05399190184049,-34.95914328767124
-8.05399190184049,-34.959042328767126
-8.05399190184049,-34.95894136986302
-8.05399190184049,-34.958840410958906
-8.05399190184049,-34.9587394520548
-8.05399190184049,-34.95863849315069
-8.05399190184049,-34.95853753424658
-8.05399190184049,-34.95843657534247
-8.05399190184049,-34.95833561643836
-8.05399190184049,-34.95823465753425
-8.05399190184049,-34.95813369863014
-8.05399190184049,-34.95803273972603
-8.05399190184049,-34.95793178082192
-8.05399190184049,-34.95783082191781
-8.05399190184049,-34.957729863013704
-8.05399190184049,-34.95762890410959
-8.05399190184049,-34.957527945205484
-8.05399190184049,-34.95742698630137
-8.05399190184049,-34.957326027397265
-8.05399190184049,-34.95722506849315
-8.05399190184049,-34.957124109589046
-8.05399190184049,-34.95702315068493
-8.05399190184049,-34.956922191780826
-8.05399190184049,-34.95682123287671
-8.05399190184049,-34.95672027397261
-8.05399190184049,-34.956619315068494
-8.05399190184049,-34.95651835616439
-8.05399190184049,-34.956417397260275
-8.05399190184049,-34.95631643835617
-8.05399190184049,-34.956215479452055
-8.05399190184049,-34.95611452054795
-8.05399190184049,-34.956013561643836
-8.05399190184049,-34.95591260273973
-8.05399190184049,-34.95581164383562
-8.05399190184049,-34.95571068493151
-8.05399190184049,-34.9556097260274
-8.05399190184049,-34.95550876712329
-8.05399190184049,-34.95540780821918
-8.05399190184049,-34.95530684931507
-8.05399190184049,-34.95520589041096
-8.05399190184049,-34.95510493150685
-8.05399190184049,-34.95500397260274
-8.05399190184049,-34.95490301369863
-8.05399190184049,-34.95480205479452
-8.05399190184049,-34.954701095890414
-8.05399190184049,-34.9546001369863
-8.05399190184049,-34.954499178082195
-8.05399190184049,-34.95439821917808
-8.05399190184049,-34.954297260273975
-8.05399190184049,-34.95419630136986
-8.05399190184049,-34.954095342465756
-8.05399190184049,-34.95399438356164
-8.05399190184049,-34.95389342465754
-8.05399190184049,-34.95379246575342
-8.05399190184049,-34.95369150684932
-8.05399190184049,-34.953590547945204
-8.05399190184049,-34.9534895890411
-8.05399190184049,-34.953388630136985
-8.05399190184049,-34.95328767123288
-8.05399190184049,-34.953186712328765
-8.05399190184049,-34.95308575342466
-8.05399190184049,-34.952984794520546
-8.05399190184049,-34.95288383561644
-8.05399190184049,-34.95278287671233
-8.05399190184049,-34.95268191780822
-8.05399190184049,-34.95258095890411
-8.05399190184049,-34.95248
-8.05399190184049,-34.952379041095895
-8.05399190184049,-34.95227808219178
-8.05399190184049,-34.952177123287676
-8.05399190184049,-34.95207616438356
-8.05399190184049,-34.95197520547946
-8.05399190184049,-34.95187424657534
-8.05399190184049,-34.95177328767124
-8.05399190184049,-34.951672328767124
-8.05399190184049,-34.95157136986302
-8.05399190184049,-34.951470410958905
-8.05399190184049,-34.9513694520548
-8.05399190184049,-34.951268493150685
-8.05399190184049,-34.95116753424658
-8.05399190184049,-34.951066575342466
-8.05399190184049,-34.95096561643836
-8.05399190184049,-34.95086465753425
-8.05399190184049,-34.95076369863014
-8.05399190184049,-34.95066273972603
-8.05399190184049,-34.95056178082192
-8.05399190184049,-34.95046082191781
-8.05399190184049,-34.9503598630137
-8.05399190184049,-34.95025890410959
-8.05399190184049,-34.95015794520548
-8.05399190184049,-34.95005698630137
-8.05399190184049,-34.94995602739726
-8.05399190184049,-34.94985506849315
-8.05399190184049,-34.949754109589044
-8.05399190184049,-34.94965315068493
-8.05399190184049,-34.949552191780825
-8.05399190184049,-34.94945123287671
-8.05399190184049,-34.949350273972605
-8.05399190184049,-34.94924931506849
-8.05399190184049,-34.949148356164386
-8.05399190184049,-34.94904739726027
-8.05399190184049,-34.94894643835617
-8.05399190184049,-34.948845479452054
-8.05399190184049,-34.94874452054795
-8.05399190184049,-34.948643561643834
-8.05399190184049,-34.94854260273973
-8.05399190184049,-34.948441643835615
-8.05399190184049,-34.94834068493151
-8.05399190184049,-34.948239726027396
-8.05399190184049,-34.94813876712329
-8.05399190184049,-34.948037808219176
-8.05399190184049,-34.94793684931507
-8.05399190184049,-34.94783589041096
-8.05399190184049,-34.94773493150685
-8.05399190184049,-34.94763397260274
-8.05399190184049,-34.94753301369863
-8.05399190184049,-34.94743205479452
-8.05399190184049,-34.94733109589041
-8.05399190184049,-34.9472301369863
-8.05399190184049,-34.94712917808219
-8.05399190184049,-34.94702821917808
-8.05399190184049,-34.946927260273974
-8.05399190184049,-34.94682630136986
-8.05399190184049,-34.946725342465754
-8.05399190184049,-34.94662438356164
-8.05399190184049,-34.946523424657535
-8.05399190184049,-34.94642246575342
-8.05399190184049,-34.946321506849316
-8.05399190184049,-34.9462205479452
-8.05399190184049,-34.946119589041096
-8.05399190184049,-34.94601863013698
-8.05399190184049,-34.94591767123288
-8.05399190184049,-34.945816712328764
-8.05399190184049,-34.94571575342466
-8.05399190184049,-34.945614794520544
-8.05399190184049,-34.94551383561644
-8.05399190184049,-34.945412876712325
-8.05399190184049,-34.94531191780822
-8.05399190184049,-34.945210958904106
-8.053911349693252,-34.95985
-8.053911349693252,-34.9597490410959
-8.053911349693252,-34.959648082191784
-8.053911349693252,-34.95954712328768
-8.053911349693252,-34.959446164383564
-8.053911349693252,-34.95934520547946
-8.053911349693252,-34.959244246575345
-8.053911349693252,-34.95914328767124
-8.053911349693252,-34.959042328767126
-8.053911349693252,-34.95894136986302
-8.053911349693252,-34.958840410958906
-8.053911349693252,-34.9587394520548
-8.053911349693252,-34.95863849315069
-8.053911349693252,-34.95853753424658
-8.053911349693252,-34.95843657534247
-8.053911349693252,-34.95833561643836
-8.053911349693252,-34.95823465753425
-8.053911349693252,-34.95813369863014
-8.053911349693252,-34.95803273972603
-8.053911349693252,-34.95793178082192
-8.053911349693252,-34.95783082191781
-8.053911349693252,-34.957729863013704
-8.053911349693252,-34.95762890410959
-8.053911349693252,-34.957527945205484
-8.053911349693252,-34.95742698630137
-8.053911349693252,-34.957326027397265
-8.053911349693252,-34.95722506849315
-8.053911349693252,-34.957124109589046
-8.053911349693252,-34.95702315068493
-8.053911349693252,-34.956922191780826
-8.053911349693252,-34.95682123287671
-8.053911349693252,-34.95672027397261
-8.053911349693252,-34.956619315068494
-8.053911349693252,-34.95651835616439
-8.053911349693252,-34.956417397260275
-8.053911349693252,-34.95631643835617
-8.053911349693252,-34.956215479452055
-8.053911349693252,-34.95611452054795
-8.053911349693252,-34.956013561643836
-8.053911349693252,-34.95591260273973
-8.053911349693252,-34.95581164383562
-8.053911349693252,-34.95571068493151
-8.053911349693252,-34.9556097260274
-8.053911349693252,-34.95550876712329
-8.053911349693252,-34.95540780821918
-8.053911349693252,-34.95530684931507
-8.053911349693252,-34.95520589041096
-8.053911349693252,-34.95510493150685
-8.053911349693252,-34.95500397260274
-8.053911349693252,-34.95490301369863
-8.053911349693252,-34.95480205479452
-8.053911349693252,-34.954701095890414
-8.053911349693252,-34.9546001369863
-8.053911349693252,-34.954499178082195
-8.053911349693252,-34.95439821917808
-8.053911349693252,-34.954297260273975
-8.053911349693252,-34.95419630136986
-8.053911349693252,-34.954095342465756
-8.053911349693252,-34.95399438356164
-8.053911349693252,-34.95389342465754
-8.053911349693252,-34.95379246575342
-8.053911349693252,-34.95369150684932
-8.053911349693252,-34.953590547945204
-8.053911349693252,-34.9534895890411
-8.053911349693252,-34.953388630136985
-8.053911349693252,-34.95328767123288
-8.053911349693252,-34.953186712328765
-8.053911349693252,-34.95308575342466
-8.053911349693252,-34.952984794520546
-8.053911349693252,-34.95288383561644
-8.053911349693252,-34.95278287671233
-8.053911349693252,-34.95268191780822
-8.053911349693252,-34.95258095890411
-8.053911349693252,-34.95248
-8.053911349693252,-34.952379041095895
-8.053911349693252,-34.95227808219178
-8.053911349693252,-34.952177123287676
-8.053911349693252,-34.95207616438356
-8.053911349693252,-34.95197520547946
-8.053911349693252,-34.95187424657534
-8.053911349693252,-34.95177328767124
-8.053911349693252,-34.951672328767124
-8.053911349693252,-34.95157136986302
-8.053911349693252,-34.951470410958905
-8.053911349693252,-34.9513694520548
-8.053911349693252,-34.951268493150685
-8.053911349693252,-34.95116753424658
-8.053911349693252,-34.951066575342466
-8.053911349693252,-34.95096561643836
-8.053911349693252,-34.95086465753425
-8.053911349693252,-34.95076369863014
